Time,Azimuth,Zenith
0.0001625,-35.03529094,88.418383
0.000329167,-34.3431723,88.91314115
0.000495833,-33.50117653,84.27074419
0.0006625,-31.89745026,84.89911269
0.000829167,-29.96429643,85.62789108
0.000995833,-28.26930579,81.32348765
0.0011625,-25.75512947,82.36583401
0.001329167,-23.09563558,83.59719358
0.001495833,-20.92251548,79.86286886
0.0016625,-18.02928524,81.56703905
0.001829167,-15.15348754,83.53337778
0.001995833,-12.86563441,80.49943947
0.0021625,-10.05982081,83.02020738
0.002329167,-7.401091727,85.8356286
0.002495833,-5.320513468,83.48404207
0.0026625,-2.967115244,86.8320918
0.002829167,-0.846197645,90.46177921
0.002995833,0.786725447,88.6385278
0.0031625,2.457393033,92.69119703
0.003329167,3.856267485,96.98042853
0.003495833,4.901004614,95.44096726
0.0036625,5.78545257,99.98691799
0.003829167,6.390930418,104.7090377
0.003995833,6.78414068,103.1476519
0.0041625,6.861929518,107.9187638
0.004329167,6.668763562,112.796533
0.004495833,6.402532312,110.8375918
0.0046625,5.70400805,115.4999781
0.004829167,4.752828836,120.1758071
0.004995833,3.906300925,117.3608011
0.0051625,2.541225142,121.4698071
0.005329167,0.979384117,125.4407119
0.005495833,-0.186804351,121.334559
0.0056625,-1.914764674,124.352726
0.005829167,-3.689638485,127.0399637
0.005995833,-4.746972147,121.5758742
0.0061625,-6.312039524,123.1584724
0.006329167,-7.72722452,124.3319633
0.006495833,-8.365211485,117.9884058
0.0066625,-9.317749209,118.3063836
0.006829167,-10.01370381,118.3156678
0.006995833,-10.14367787,111.6967368
0.0071625,-10.31404689,111.2524885
0.007329167,-10.20892773,110.6590049
0.007495833,-9.797328514,104.176475
0.0076625,-9.174717421,103.4723669
0.007829167,-8.2872778,102.7611713
0.007995833,-7.296188663,96.67705971
0.0081625,-5.917619371,96.11793688
0.008329167,-4.295947173,95.66913953
0.008495833,-2.719074807,90.17650674
0.0086625,-0.66521997,90.08507074
0.008829167,1.590027014,90.20026743
0.008995833,3.676444453,85.43685579
0.0091625,6.241072468,86.05581937
0.009329167,8.93441941,86.9473764
0.009495833,11.33682093,82.96513837
0.0096625,14.14215785,84.42080728
0.009829167,16.9784438,86.16597165
0.009995833,19.39307278,82.89698006
0.0101625,22.09461016,85.15556361
0.010329167,24.72197822,87.66061021
0.010495833,26.77218877,84.91874533
0.0106625,28.99345979,87.78289012
0.010829167,31.02746412,90.79982714
0.010995833,32.2851668,88.33050828
0.0111625,33.61241253,91.49314713
0.011329167,34.62147127,94.69177634
0.011495833,34.67734287,92.24739958
0.0116625,34.72920727,95.38141129
0.011829167,34.38455432,98.44294226
0.011995833,33.12555321,95.83129267
0.0121625,31.85102232,98.65267955
0.012329167,30.24769998,101.3097169
0.012495833,28.0264483,98.3604394
0.0126625,25.80284402,100.6210304
0.012829167,23.40469876,102.6421067
0.012995833,20.76580414,99.17291116
0.0131625,18.12471847,100.6768585
0.013329167,15.46909445,101.9038549
0.013495833,12.90139872,97.76994403
0.0136625,10.33497692,98.44284221
0.013829167,7.887274014,98.8555156
0.013995833,5.756751818,94.01118403
0.0141625,3.641585211,93.93377365
0.014329167,1.733484534,93.65922023
0.014495833,0.266728423,88.16753597
0.0146625,-1.168503157,87.54395921
0.014829167,-2.353151408,86.81279211
0.014995833,-3.049214755,80.81142387
0.0151625,-3.702625339,79.91753427
0.015329167,-4.092792961,79.0203431
0.015495833,-3.983004546,72.68224304
0.0156625,-3.837151664,71.84358273
0.015829167,-3.439344093,71.12344018
0.015995833,-2.521825499,64.64336545
0.0161625,-1.640276414,64.25425861
0.016329167,-0.55907288,64.12882794
0.016495833,1.118826688,57.75951281
0.0166625,2.511067153,58.30756674
0.016829167,3.9765466,59.25997662
0.016995833,6.18360565,53.40131731
0.0171625,7.592398585,55.36787275
0.017329167,8.910724843,57.76458554
0.017495833,11.05796008,52.94500925
0.0176625,11.92032471,56.4303598
0.017829167,12.63340131,60.17322643
0.017995833,14.06141731,56.65733623
0.0181625,14.20062228,61.1663596
0.018329167,14.21245988,65.707433
0.018495833,14.69563066,63.23484285
0.0186625,14.19527654,68.10694931
0.018829167,13.55977202,72.86273638
0.018995833,13.18212182,70.94968554
0.0191625,12.08460439,75.69405584
0.019329167,10.82181106,80.23167398
0.019495833,9.711022332,78.43541062
0.0196625,8.015507701,82.71180088
0.019829167,6.139082663,86.71592216
0.019995833,4.412933065,84.67856456
0.0201625,2.161629871,88.23575459
0.020329167,-0.247549496,91.47639713
0.020495833,-2.442015333,88.91734636
0.0206625,-5.100706428,91.59401188
0.020829167,-7.84694838,93.94494746
0.020995833,-10.3055137,90.68271241
0.0211625,-13.10613823,92.44792588
0.021329167,-15.88852496,93.92653115
0.021495833,-18.37486662,89.92074797
0.0216625,-20.9804885,90.90377194
0.021829167,-23.44641174,91.68525346
0.021995833,-25.73702834,87.05780328
0.0221625,-27.77976229,87.53040104
0.022329167,-29.54816279,87.91359904
0.022495833,-31.40980911,82.92832825
0.0226625,-32.4708425,83.24300739
0.022829167,-33.11652574,83.57968756
0.022995833,-34.22009964,78.58438225
0.0231625,-33.88682498,79.08444581
0.023329167,-33.0882327,79.68916578
0.023495833,-33.1043604,75.02024156
0.0236625,-31.32033051,75.95852889
0.023829167,-29.2156204,77.0569447
0.023995833,-28.15992779,72.96089499
0.0241625,-25.41289563,74.51170086
0.024329167,-22.5792765,76.27345013
0.024495833,-20.84300197,72.89755807
0.0246625,-17.81229559,75.19055914
0.024829167,-14.89352463,77.73055516
0.024995833,-12.97176604,75.10855357
