Time,Azimuth,Zenith
0.000166667,-40.48501054,89.33260004
0.000333333,-39.21411851,90.96442233
0.0005,-37.8987623,87.28625043
0.000666667,-35.37171707,89.10525012
0.000833333,-32.49458475,91.035428
0.001,-30.19322581,87.59098802
0.001166667,-26.82758172,89.66642873
0.001333333,-23.44058751,91.76906757
0.0015,-20.73112577,88.42047657
0.001666667,-17.25549227,90.49743124
0.001833333,-13.86725935,92.52346044
0.002,-11.04037754,89.08461403
0.002166667,-7.730849316,90.99009848
0.002333333,-4.545166213,92.8386338
0.0025,-1.785333757,89.2496964
0.002666667,1.196096498,91.02319099
0.002833333,4.009043906,92.8010321
0.003,6.468246997,89.19023481
0.003166667,8.88571018,91.04546703
0.003333333,11.04113502,92.98512613
0.0035,12.78018883,89.58253783
0.003666667,14.22534276,91.7106997
0.003833333,15.2683537,93.92363934
0.004,15.70631498,90.74498665
0.004166667,15.74230125,93.00244622
0.004333333,15.31058413,95.22344809
0.0045,14.22179321,91.91285476
0.004666667,12.84921498,93.93141165
0.004833333,11.10795689,95.84653763
0.005,8.94831191,92.22737027
0.005166667,6.609037363,93.95604418
0.005333333,4.03349549,95.64114515
0.0055,1.382301699,91.91937373
0.005666667,-1.510261645,93.59528963
0.005833333,-4.562703529,95.31443852
0.006,-7.360411786,91.71986811
0.006166667,-10.56938304,93.55688601
0.006333333,-13.90111996,95.47771069
0.0065,-16.65094746,92.06282874
0.006666667,-20.0134983,94.09406668
0.006833333,-23.44758651,96.17492383
0.007,-25.94911269,92.81390496
0.007166667,-29.18572123,94.8661433
0.007333333,-32.31824284,96.87194854
0.0075,-34.19054787,93.36292938
0.007666667,-36.57967762,95.17496952
0.007833333,-38.44127187,96.88110992
0.008,-39.02568003,93.15207016
0.008166667,-39.38547214,94.70857215
0.008333333,-38.90547781,96.26525732
0.0085,-37.82686595,92.53370974
0.008666667,-35.89000766,94.20091128
0.008833333,-33.43586009,95.98570017
0.009,-31.20531544,92.4769649
0.009166667,-28.04789315,94.44105743
0.009333333,-24.76202563,96.47957678
